code,municipality,score,year,subject,treated,post,treat_post,baseline_score,low_baseline,triple
4304952,Caseiros,265.49,2011,Matemática,0,0,0,258.97,1,0
4305009,Catuípe,273.45,2011,Matemática,0,0,0,271.6225,0,0
4305108,Caxias do Sul,268.78,2011,Matemática,1,0,0,268.43,0,0
4305116,Centenário,264.13,2011,Matemática,0,0,0,286.9775,0,0
4305124,Cerrito,266.73,2011,Matemática,0,0,0,267.835,0,0
4305132,Cerro Branco,261.5,2011,Matemática,0,0,0,271.105,0,0
4305157,Cerro Grande,,2011,Matemática,0,0,0,279.815,0,0
4305173,Cerro Grande do Sul,256.89,2011,Matemática,1,0,0,264.0375,0,0
4305207,Cerro Largo,285.21,2011,Matemática,0,0,0,286.55,0,0
4305306,Chapada,269.2,2011,Matemática,0,0,0,270.98249999999996,0,0
4305355,Charqueadas,254.23,2011,Matemática,0,0,0,261.0675,1,0
4305371,Charrua,262.55,2011,Matemática,0,0,0,275.225,0,0
4305405,Chiapetta,255.35,2011,Matemática,0,0,0,261.68,1,0
4305439,Chuí,251.06,2011,Matemática,1,0,0,,0,0
4305447,Chuvisca,,2011,Matemática,1,0,0,260.015,1,0
4305454,Cidreira,252.29,2011,Matemática,0,0,0,258.90999999999997,1,0
4305504,Ciríaco,257.25,2011,Matemática,0,0,0,256.21250000000003,1,0
4305587,Colinas,,2011,Matemática,0,0,0,288.32,0,0
4305603,Colorado,229.72,2011,Matemática,0,0,0,291.46000000000004,0,0
4305702,Condor,270.34,2011,Matemática,0,0,0,268.6075,0,0
4305801,Constantina,267.83,2011,Matemática,0,0,0,268.3375,0,0
4305835,Coqueiro Baixo,288.12,2011,Matemática,0,0,0,296.775,0,0
4305850,Coqueiros do Sul,,2011,Matemática,0,0,0,235.36,1,0
4305871,Coronel Barros,270.17,2011,Matemática,0,0,0,287.375,0,0
4305900,Coronel Bicaco,233.69,2011,Matemática,0,0,0,251.2725,1,0
4305934,Coronel Pilar,,2011,Matemática,0,0,0,274.95500000000004,0,0
4305959,Cotiporã,278.1,2011,Matemática,0,0,0,279.155,0,0
4305975,Coxilha,242.87,2011,Matemática,0,0,0,262.2375,0,0
4306007,Crissiumal,267.58,2011,Matemática,0,0,0,277.26,0,0
4306056,Cristal,274.07,2011,Matemática,0,0,0,262.325,0,0
4306072,Cristal do Sul,,2011,Matemática,0,0,0,239.67000000000002,1,0
4306106,Cruz Alta,248.33,2011,Matemática,0,0,0,255.2525,1,0
4306130,Cruzaltense,278.61,2011,Matemática,0,0,0,287.585,0,0
4306205,Cruzeiro do Sul,270.88,2011,Matemática,1,0,0,264.855,0,0
4306304,David Canabarro,270.79,2011,Matemática,0,0,0,268.75,0,0
4306320,Derrubadas,265.13,2011,Matemática,0,0,0,286.65999999999997,0,0
4306353,Dezesseis de Novembro,,2011,Matemática,0,0,0,257.25250000000005,1,0
4306379,Dilermando de Aguiar,,2011,Matemática,0,0,0,,0,0
4306403,Dois Irmãos,283.82,2011,Matemática,1,0,0,281.48,0,0
4306429,Dois Irmãos das Missões,,2011,Matemática,0,0,0,,0,0
4306452,Dois Lajeados,289.98,2011,Matemática,0,0,0,296.695,0,0
4306502,Dom Feliciano,259.59,2011,Matemática,1,0,0,267.5075,0,0
4306551,Dom Pedro de Alcântara,253.11,2011,Matemática,0,0,0,269.84,0,0
4306601,Dom Pedrito,246.53,2011,Matemática,0,0,0,249.8275,1,0
4306700,Dona Francisca,267.03,2011,Matemática,1,0,0,274.475,0,0
4306734,Doutor Maurício Cardoso,262.06,2011,Matemática,0,0,0,261.805,0,0
4306759,Doutor Ricardo,,2011,Matemática,0,0,0,,0,0
4306767,Eldorado do Sul,256.2,2011,Matemática,0,0,0,259.9975,1,0
4306809,Encantado,279.53,2011,Matemática,0,0,0,280.855,0,0
4306908,Encruzilhada do Sul,254.57,2011,Matemática,0,0,0,256.9325,1,0
4306924,Engenho Velho,241.95,2011,Matemática,0,0,0,227.77,1,0
4306932,Entre-Ijuís,257.59,2011,Matemática,0,0,0,262.28499999999997,0,0
4306957,Entre Rios do Sul,254.45,2011,Matemática,0,0,0,291.59000000000003,0,0
4306973,Erebango,265.99,2011,Matemática,0,0,0,266.5475,0,0
4307005,Erechim,274.01,2011,Matemática,0,0,0,276.5175,0,0
4307054,Ernestina,248.02,2011,Matemática,0,0,0,262.69,0,0
4307104,Herval,215.05,2011,Matemática,0,0,0,258.245,1,0
4307203,Erval Grande,269.0,2011,Matemática,0,0,0,262.9125,0,0
4307302,Erval Seco,252.3,2011,Matemática,0,0,0,271.1925,0,0
4307401,Esmeralda,220.97,2011,Matemática,0,0,0,255.6775,1,0
4307450,Esperança do Sul,257.32,2011,Matemática,0,0,0,249.405,1,0
4307500,Espumoso,280.16,2011,Matemática,0,0,0,274.885,0,0
4307559,Estação,272.49,2011,Matemática,0,0,0,269.89,0,0
4307609,Estância Velha,266.88,2011,Matemática,1,0,0,271.89,0,0
4307708,Esteio,256.15,2011,Matemática,0,0,0,255.48250000000002,1,0
4307807,Estrela,280.0,2011,Matemática,1,0,0,272.0675,0,0
4307815,Estrela Velha,256.59,2011,Matemática,1,0,0,259.7125,1,0
4307831,Eugênio de Castro,,2011,Matemática,0,0,0,275.15250000000003,0,0
4307864,Fagundes Varela,270.31,2011,Matemática,0,0,0,262.72249999999997,0,0
4307906,Farroupilha,281.3,2011,Matemática,0,0,0,289.96500000000003,0,0
4308003,Faxinal do Soturno,268.41,2011,Matemática,0,0,0,270.95,0,0
4308052,Faxinalzinho,253.97,2011,Matemática,0,0,0,238.07999999999998,1,0
4308078,Fazenda Vilanova,281.51,2011,Matemática,0,0,0,266.7075,0,0
4308102,Feliz,309.78,2011,Matemática,1,0,0,292.92,0,0
4308201,Flores da Cunha,292.79,2011,Matemática,0,0,0,287.8225,0,0
4308250,Floriano Peixoto,268.47,2011,Matemática,0,0,0,289.125,0,0
4308300,Fontoura Xavier,253.78,2011,Matemática,0,0,0,256.0175,1,0
4308409,Formigueiro,253.33,2011,Matemática,0,0,0,247.4175,1,0
4308433,Forquetinha,248.98,2011,Matemática,1,0,0,258.475,1,0
4308458,Fortaleza dos Valos,278.03,2011,Matemática,0,0,0,260.8175,1,0
4308508,Frederico Westphalen,283.1,2011,Matemática,0,0,0,281.63,0,0
4308607,Garibaldi,276.26,2011,Matemática,0,0,0,277.8825,0,0
4308656,Garruchos,268.76,2011,Matemática,0,0,0,263.995,0,0
4308706,Gaurama,277.48,2011,Matemática,0,0,0,277.07,0,0
4308805,General Câmara,273.23,2011,Matemática,0,0,0,238.71249999999998,1,0
4308854,Gentil,,2011,Matemática,0,0,0,276.245,0,0
4308904,Getúlio Vargas,266.02,2011,Matemática,0,0,0,269.7425,0,0
4309001,Giruá,269.55,2011,Matemática,0,0,0,252.3975,1,0
4309050,Glorinha,234.7,2011,Matemática,0,0,0,260.4,1,0
4309100,Gramado,283.15,2011,Matemática,1,0,0,273.725,0,0
4309126,Gramado dos Loureiros,,2011,Matemática,0,0,0,287.33500000000004,0,0
4309159,Gramado Xavier,237.28,2011,Matemática,0,0,0,262.23,0,0
4309209,Gravataí,252.3,2011,Matemática,0,0,0,258.17,1,0
4309258,Guabiju,290.59,2011,Matemática,0,0,0,295.995,0,0
4309308,Guaíba,256.36,2011,Matemática,0,0,0,259.62,1,0
4309407,Guaporé,265.01,2011,Matemática,0,0,0,270.3025,0,0
4309506,Guarani das Missões,258.44,2011,Matemática,0,0,0,260.4675,1,0
4309555,Harmonia,316.1,2011,Matemática,1,0,0,289.6925,0,0
4309571,Herveiras,242.73,2011,Matemática,0,0,0,,0,0
4309605,Horizontina,263.78,2011,Matemática,0,0,0,275.78999999999996,0,0
4309654,Hulha Negra,254.44,2011,Matemática,0,0,0,243.965,1,0
4309704,Humaitá,296.2,2011,Matemática,0,0,0,269.4625,0,0
4309753,Ibarama,,2011,Matemática,1,0,0,266.0775,0,0
4309803,Ibiaçá,255.86,2011,Matemática,0,0,0,268.3,0,0
4309902,Ibiraiaras,278.55,2011,Matemática,0,0,0,277.61,0,0
4309951,Ibirapuitã,246.07,2011,Matemática,0,0,0,259.635,1,0
4310009,Ibirubá,266.29,2011,Matemática,0,0,0,284.3225,0,0
4310108,Igrejinha,277.88,2011,Matemática,1,0,0,280.45500000000004,0,0
4310207,Ijuí,262.53,2011,Matemática,0,0,0,276.125,0,0
4310306,Ilópolis,245.11,2011,Matemática,0,0,0,274.415,0,0
4310330,Imbé,261.88,2011,Matemática,0,0,0,265.9125,0,0
4310363,Imigrante,,2011,Matemática,0,0,0,314.095,0,0
4310405,Independência,274.47,2011,Matemática,0,0,0,270.01,0,0
4310413,Inhacorá,236.81,2011,Matemática,0,0,0,241.72,1,0
4310439,Ipê,270.88,2011,Matemática,0,0,0,278.12,0,0
4310462,Ipiranga do Sul,237.3,2011,Matemática,0,0,0,273.4625,0,0
4310504,Iraí,256.45,2011,Matemática,0,0,0,278.305,0,0
4310538,Itaara,245.44,2011,Matemática,0,0,0,270.71500000000003,0,0
4310553,Itacurubi,224.63,2011,Matemática,0,0,0,248.8,1,0
4310579,Itapuca,,2011,Matemática,0,0,0,261.815,0,0
4310603,Itaqui,246.25,2011,Matemática,0,0,0,250.2475,1,0
4310652,Itati,259.87,2011,Matemática,0,0,0,277.8825,0,0
4310702,Itatiba do Sul,263.56,2011,Matemática,0,0,0,281.985,0,0
4310751,Ivorá,256.59,2011,Matemática,0,0,0,257.36,1,0
4310801,Ivoti,280.92,2011,Matemática,1,0,0,290.4175,0,0
4310850,Jaboticaba,266.9,2011,Matemática,0,0,0,270.905,0,0
4310876,Jacuizinho,,2011,Matemática,0,0,0,230.04,1,0
4310900,Jacutinga,278.87,2011,Matemática,0,0,0,288.6225,0,0
4311007,Jaguarão,249.46,2011,Matemática,0,0,0,266.1075,0,0
4311106,Jaguari,270.67,2011,Matemática,0,0,0,275.045,0,0
4311122,Jaquirana,228.1,2011,Matemática,0,0,0,242.95,1,0
4311130,Jari,262.97,2011,Matemática,0,0,0,263.505,0,0
4311155,Jóia,271.75,2011,Matemática,0,0,0,269.4425,0,0
4311205,Júlio de Castilhos,271.3,2011,Matemática,0,0,0,262.755,0,0
4311239,Lagoa Bonita do Sul,274.99,2011,Matemática,0,0,0,245.8575,1,0
4311254,Lagoão,239.75,2011,Matemática,0,0,0,265.555,0,0
4311270,Lagoa dos Três Cantos,,2011,Matemática,0,0,0,278.515,0,0
4311304,Lagoa Vermelha,261.64,2011,Matemática,0,0,0,258.63,1,0
4311403,Lajeado,266.75,2011,Matemática,1,0,0,276.10249999999996,0,0
4311429,Lajeado do Bugre,212.28,2011,Matemática,0,0,0,,0,0
4311502,Lavras do Sul,232.05,2011,Matemática,0,0,0,254.60250000000002,1,0
4311601,Liberato Salzano,,2011,Matemática,0,0,0,265.94,0,0
4311627,Lindolfo Collor,245.27,2011,Matemática,0,0,0,281.4275,0,0
4311643,Linha Nova,,2011,Matemática,1,0,0,286.825,0,0
4311700,Machadinho,269.41,2011,Matemática,0,0,0,260.32,1,0
4311718,Maçambará,226.06,2011,Matemática,0,0,0,232.3275,1,0
4311734,Mampituba,268.49,2011,Matemática,0,0,0,271.475,0,0
4311759,Manoel Viana,266.26,2011,Matemática,0,0,0,253.1625,1,0
4311775,Maquiné,265.56,2011,Matemática,0,0,0,261.61,1,0
4311791,Maratá,,2011,Matemática,0,0,0,279.76,0,0
4311809,Marau,259.21,2011,Matemática,0,0,0,265.78,0,0
4311908,Marcelino Ramos,281.12,2011,Matemática,0,0,0,244.51999999999998,1,0
4311981,Mariana Pimentel,,2011,Matemática,0,0,0,261.555,1,0
4312005,Mariano Moro,246.49,2011,Matemática,0,0,0,237.0475,1,0
4312054,Marques de Souza,,2011,Matemática,0,0,0,283.3525,0,0
4312104,Mata,230.45,2011,Matemática,0,0,0,262.84250000000003,0,0
4312138,Mato Castelhano,235.31,2011,Matemática,0,0,0,232.94,1,0
4312153,Mato Leitão,296.82,2011,Matemática,0,0,0,283.765,0,0
4312179,Mato Queimado,,2011,Matemática,0,0,0,284.9875,0,0
4312203,Maximiliano de Almeida,274.95,2011,Matemática,0,0,0,264.61,0,0
4312252,Minas do Leão,259.08,2011,Matemática,1,0,0,256.20500000000004,1,0
4312302,Miraguaí,243.17,2011,Matemática,0,0,0,251.9525,1,0
4312351,Montauri,282.57,2011,Matemática,0,0,0,300.265,0,0
4312377,Monte Alegre dos Campos,248.96,2011,Matemática,0,0,0,244.48250000000002,1,0
4312385,Monte Belo do Sul,275.84,2011,Matemática,0,0,0,282.6375,0,0
4312401,Montenegro,259.16,2011,Matemática,1,0,0,261.1775,1,0
4312427,Mormaço,,2011,Matemática,0,0,0,259.805,1,0
4312443,Morrinhos do Sul,254.18,2011,Matemática,0,0,0,286.285,0,0
4312450,Morro Redondo,266.28,2011,Matemática,0,0,0,270.59000000000003,0,0
4312476,Morro Reuter,266.48,2011,Matemática,1,0,0,287.4925,0,0
4312500,Mostardas,255.86,2011,Matemática,0,0,0,251.8225,1,0
4312609,Muçum,255.27,2011,Matemática,0,0,0,268.775,0,0
4312617,Muitos Capões,242.62,2011,Matemática,0,0,0,260.4375,1,0
4312625,Muliterno,280.45,2011,Matemática,0,0,0,261.045,1,0
4312658,Não-Me-Toque,271.16,2011,Matemática,0,0,0,260.67,1,0
4312674,Nicolau Vergueiro,268.3,2011,Matemática,0,0,0,246.98,1,0
4312708,Nonoai,256.8,2011,Matemática,0,0,0,269.1175,0,0
4312757,Nova Alvorada,289.23,2011,Matemática,0,0,0,281.76,0,0
4312807,Nova Araçá,262.79,2011,Matemática,0,0,0,274.5925,0,0
4312906,Nova Bassano,263.19,2011,Matemática,0,0,0,266.2675,0,0
4312955,Nova Boa Vista,,2011,Matemática,0,0,0,276.22249999999997,0,0
4313003,Nova Bréscia,285.34,2011,Matemática,0,0,0,269.0575,0,0
4313011,Nova Candelária,298.1,2011,Matemática,0,0,0,284.65999999999997,0,0
4313037,Nova Esperança do Sul,256.94,2011,Matemática,0,0,0,253.46,1,0
4313060,Nova Hartz,254.46,2011,Matemática,1,0,0,269.175,0,0
4313086,Nova Pádua,272.51,2011,Matemática,0,0,0,262.9375,0,0
4313102,Nova Palma,281.99,2011,Matemática,0,0,0,264.4275,0,0
4313201,Nova Petrópolis,285.48,2011,Matemática,0,0,0,295.1225,0,0
4313300,Nova Prata,281.62,2011,Matemática,0,0,0,272.12,0,0
4313334,Nova Ramada,,2011,Matemática,0,0,0,,0,0
4313359,Nova Roma do Sul,287.44,2011,Matemática,0,0,0,282.83500000000004,0,0
4313375,Nova Santa Rita,251.24,2011,Matemática,0,0,0,263.56,0,0
4313391,Novo Cabrais,,2011,Matemática,0,0,0,,0,0
4313409,Novo Hamburgo,262.09,2011,Matemática,1,0,0,262.5975,0,0
4313425,Novo Machado,262.33,2011,Matemática,0,0,0,273.24,0,0
4313441,Novo Tiradentes,252.87,2011,Matemática,0,0,0,,0,0
4313466,Novo Xingu,,2011,Matemática,0,0,0,264.58000000000004,0,0
4313490,Novo Barreiro,233.36,2011,Matemática,0,0,0,245.58499999999998,1,0
4313508,Osório,263.52,2011,Matemática,0,0,0,270.8225,0,0
4313607,Paim Filho,257.35,2011,Matemática,0,0,0,254.39,1,0
4313656,Palmares do Sul,255.14,2011,Matemática,0,0,0,248.7225,1,0
4313706,Palmeira das Missões,253.89,2011,Matemática,0,0,0,256.305,1,0
4313805,Palmitinho,279.92,2011,Matemática,0,0,0,269.9325,0,0
4313904,Panambi,270.27,2011,Matemática,0,0,0,276.56,0,0
4313953,Pantano Grande,237.45,2011,Matemática,0,0,0,246.0575,1,0
4314001,Paraí,270.26,2011,Matemática,0,0,0,279.74,0,0
4314027,Paraíso do Sul,268.06,2011,Matemática,1,0,0,270.52250000000004,0,0
4314035,Pareci Novo,298.89,2011,Matemática,1,0,0,283.0425,0,0
4314050,Parobé,261.19,2011,Matemática,1,0,0,267.53999999999996,0,0
4314068,Passa Sete,,2011,Matemática,0,0,0,273.87,0,0
4314076,Passo do Sobrado,,2011,Matemática,0,0,0,267.4075,0,0
4314100,Passo Fundo,254.28,2011,Matemática,0,0,0,257.48,1,0
4314134,Paulo Bento,267.45,2011,Matemática,0,0,0,274.035,0,0
4314159,Paverama,263.21,2011,Matemática,0,0,0,258.2,1,0
4314175,Pedras Altas,,2011,Matemática,0,0,0,,0,0
4314209,Pedro Osório,254.19,2011,Matemática,0,0,0,243.815,1,0
4314308,Pejuçara,273.5,2011,Matemática,0,0,0,274.65250000000003,0,0
4314407,Pelotas,252.76,2011,Matemática,1,0,0,264.845,0,0
4314423,Picada Café,298.61,2011,Matemática,0,0,0,294.65999999999997,0,0
4314456,Pinhal,245.22,2011,Matemática,0,0,0,269.0825,0,0
4314464,Pinhal da Serra,256.48,2011,Matemática,0,0,0,271.9825,0,0
4314472,Pinhal Grande,274.73,2011,Matemática,0,0,0,276.085,0,0
4314498,Pinheirinho do Vale,295.28,2011,Matemática,0,0,0,278.35,0,0
4314506,Pinheiro Machado,259.89,2011,Matemática,0,0,0,261.7125,1,0
4314548,Pinto Bandeira,,2011,Matemática,0,0,0,275.36,0,0
4314555,Pirapó,,2011,Matemática,0,0,0,263.7625,0,0
4314605,Piratini,236.81,2011,Matemática,0,0,0,256.49,1,0
4314704,Planalto,253.72,2011,Matemática,0,0,0,264.48,0,0
4314753,Poço das Antas,,2011,Matemática,1,0,0,276.18,0,0
4314779,Pontão,238.44,2011,Matemática,0,0,0,272.495,0,0
4314787,Ponte Preta,282.49,2011,Matemática,0,0,0,269.605,0,0
4314803,Portão,282.81,2011,Matemática,1,0,0,280.7,0,0
4314902,Porto Alegre,251.45,2011,Matemática,1,0,0,253.5,1,0
4315008,Porto Lucena,277.32,2011,Matemática,0,0,0,265.32,0,0
4315057,Porto Mauá,254.64,2011,Matemática,0,0,0,254.38,1,0
4315073,Porto Vera Cruz,255.45,2011,Matemática,0,0,0,263.54,0,0
4315107,Porto Xavier,271.45,2011,Matemática,0,0,0,272.135,0,0
4315131,Pouso Novo,,2011,Matemática,0,0,0,264.1375,0,0
4315149,Presidente Lucena,288.17,2011,Matemática,1,0,0,286.67,0,0
4315156,Progresso,254.14,2011,Matemática,0,0,0,247.5275,1,0
4315172,Protásio Alves,278.64,2011,Matemática,0,0,0,264.3575,0,0
4315206,Putinga,262.57,2011,Matemática,0,0,0,246.4325,1,0
4315305,Quaraí,256.69,2011,Matemática,0,0,0,267.21500000000003,0,0
4315313,Quatro Irmãos,,2011,Matemática,0,0,0,261.11,1,0
4315321,Quevedos,,2011,Matemática,0,0,0,253.7125,1,0
4315354,Quinze de Novembro,244.51,2011,Matemática,0,0,0,275.4375,0,0
4315404,Redentora,237.39,2011,Matemática,0,0,0,250.36,1,0
4315453,Relvado,282.99,2011,Matemática,0,0,0,281.5,0,0
4315503,Restinga Sêca,278.42,2011,Matemática,1,0,0,266.78249999999997,0,0
4315552,Rio dos Índios,258.63,2011,Matemática,0,0,0,265.09000000000003,0,0
4315602,Rio Grande,254.43,2011,Matemática,1,0,0,262.90749999999997,0,0
4315701,Rio Pardo,257.71,2011,Matemática,0,0,0,261.53999999999996,1,0
4315750,Riozinho,270.11,2011,Matemática,0,0,0,270.635,0,0
4315800,Roca Sales,260.34,2011,Matemática,0,0,0,264.0675,0,0
4315909,Rodeio Bonito,264.12,2011,Matemática,0,0,0,274.935,0,0
4315958,Rolador,,2011,Matemática,0,0,0,280.1225,0,0
4316006,Rolante,262.36,2011,Matemática,0,0,0,268.5775,0,0
4316105,Ronda Alta,273.46,2011,Matemática,0,0,0,264.77,0,0
4316204,Rondinha,263.51,2011,Matemática,0,0,0,265.72249999999997,0,0
4316303,Roque Gonzales,295.06,2011,Matemática,0,0,0,277.695,0,0
4316402,Rosário do Sul,234.75,2011,Matemática,0,0,0,243.51999999999998,1,0
4316428,Sagrada Família,251.38,2011,Matemática,0,0,0,267.9,0,0
4316436,Saldanha Marinho,,2011,Matemática,0,0,0,292.145,0,0
4316451,Salto do Jacuí,265.05,2011,Matemática,0,0,0,263.0675,0,0
4316477,Salvador das Missões,,2011,Matemática,0,0,0,274.1075,0,0
4316501,Salvador do Sul,285.02,2011,Matemática,1,0,0,295.6075,0,0
4316600,Sananduva,264.26,2011,Matemática,0,0,0,278.63750000000005,0,0
4316709,Santa Bárbara do Sul,246.78,2011,Matemática,0,0,0,249.405,1,0
4316733,Santa Cecília do Sul,,2011,Matemática,0,0,0,245.10500000000002,1,0
4316758,Santa Clara do Sul,293.65,2011,Matemática,0,0,0,284.4125,0,0
4316808,Santa Cruz do Sul,272.91,2011,Matemática,0,0,0,277.06,0,0
4316907,Santa Maria,261.65,2011,Matemática,0,0,0,270.0075,0,0
4316956,Santa Maria do Herval,300.66,2011,Matemática,1,0,0,290.365,0,0
4316972,Santa Margarida do Sul,,2011,Matemática,0,0,0,252.86,1,0
4317004,Santana da Boa Vista,236.51,2011,Matemática,0,0,0,240.97,1,0
4317103,Sant'Ana do Livramento,242.05,2011,Matemática,0,0,0,250.275,1,0
4317202,Santa Rosa,258.13,2011,Matemática,0,0,0,270.305,0,0
4317251,Santa Tereza,294.47,2011,Matemática,0,0,0,298.14,0,0
4317301,Santa Vitória do Palmar,255.3,2011,Matemática,1,0,0,239.61,1,0
4317400,Santiago,260.78,2011,Matemática,0,0,0,263.0475,0,0
4317509,Santo Ângelo,258.69,2011,Matemática,0,0,0,260.2575,1,0
4317558,Santo Antônio do Palma,283.6,2011,Matemática,0,0,0,267.3575,0,0
4317608,Santo Antônio da Patrulha,251.35,2011,Matemática,0,0,0,267.955,0,0
4317707,Santo Antônio das Missões,255.09,2011,Matemática,0,0,0,259.145,1,0
4317756,Santo Antônio do Planalto,279.66,2011,Matemática,0,0,0,269.45000000000005,0,0
4317806,Santo Augusto,259.83,2011,Matemática,0,0,0,262.945,0,0
4317905,Santo Cristo,274.87,2011,Matemática,0,0,0,280.7475,0,0
4317954,Santo Expedito do Sul,,2011,Matemática,0,0,0,273.025,0,0
4318002,São Borja,240.05,2011,Matemática,0,0,0,247.0775,1,0
4318051,São Domingos do Sul,296.68,2011,Matemática,0,0,0,281.8975,0,0
4318101,São Francisco de Assis,234.4,2011,Matemática,0,0,0,235.9175,1,0
4318200,São Francisco de Paula,250.76,2011,Matemática,0,0,0,250.665,1,0
4318309,São Gabriel,239.31,2011,Matemática,0,0,0,246.1925,1,0
4318408,São Jerônimo,261.98,2011,Matemática,0,0,0,256.955,1,0
4318424,São João da Urtiga,258.47,2011,Matemática,0,0,0,270.5125,0,0
4318432,São João do Polêsine,283.42,2011,Matemática,0,0,0,286.72,0,0
4318440,São Jorge,294.5,2011,Matemática,0,0,0,261.30499999999995,1,0
4318457,São José das Missões,,2011,Matemática,0,0,0,269.15500000000003,0,0
4318465,São José do Herval,250.82,2011,Matemática,0,0,0,275.05,0,0
4318481,São José do Hortêncio,,2011,Matemática,1,0,0,288.51750000000004,0,0
4318499,São José do Inhacorá,306.69,2011,Matemática,0,0,0,,0,0
4318507,São José do Norte,255.08,2011,Matemática,1,0,0,259.2975,1,0
4318606,São José do Ouro,267.35,2011,Matemática,0,0,0,274.76,0,0
4318614,São José do Sul,,2011,Matemática,1,0,0,272.265,0,0
4318622,São José dos Ausentes,249.14,2011,Matemática,0,0,0,251.92000000000002,1,0
4318705,São Leopoldo,263.19,2011,Matemática,1,0,0,262.5125,0,0
4318804,São Lourenço do Sul,271.71,2011,Matemática,1,0,0,278.795,0,0
4318903,São Luiz Gonzaga,276.1,2011,Matemática,0,0,0,261.3875,1,0
4319000,São Marcos,276.44,2011,Matemática,0,0,0,293.1125,0,0
4319109,São Martinho,282.08,2011,Matemática,0,0,0,277.43,0,0
4319125,São Martinho da Serra,255.81,2011,Matemática,0,0,0,,0,0
4319158,São Miguel das Missões,253.06,2011,Matemática,0,0,0,269.61,0,0
4319208,São Nicolau,262.62,2011,Matemática,0,0,0,254.625,1,0
4319307,São Paulo das Missões,281.46,2011,Matemática,0,0,0,284.695,0,0
4319356,São Pedro da Serra,275.62,2011,Matemática,1,0,0,273.54999999999995,0,0
4319364,São Pedro das Missões,,2011,Matemática,0,0,0,,0,0
4319372,São Pedro do Butiá,292.66,2011,Matemática,0,0,0,291.7675,0,0
4319406,São Pedro do Sul,267.06,2011,Matemática,0,0,0,264.2025,0,0
4319505,São Sebastião do Caí,268.21,2011,Matemática,0,0,0,263.9225,0,0
4319604,São Sepé,264.61,2011,Matemática,0,0,0,255.82750000000001,1,0
4319703,São Valentim,275.53,2011,Matemática,0,0,0,269.0475,0,0
4319711,São Valentim do Sul,,2011,Matemática,0,0,0,290.6475,0,0
4319737,São Valério do Sul,,2011,Matemática,0,0,0,245.83499999999998,1,0
4319752,São Vendelino,261.37,2011,Matemática,1,0,0,290.555,0,0
4319802,São Vicente do Sul,255.14,2011,Matemática,0,0,0,262.9875,0,0
4319901,Sapiranga,275.11,2011,Matemática,1,0,0,277.77250000000004,0,0
4320008,Sapucaia do Sul,264.99,2011,Matemática,0,0,0,268.925,0,0
4320107,Sarandi,261.17,2011,Matemática,0,0,0,265.0,0,0
4320206,Seberi,271.68,2011,Matemática,0,0,0,278.505,0,0
4320230,Sede Nova,299.21,2011,Matemática,0,0,0,276.6425,0,0
4320263,Segredo,294.1,2011,Matemática,1,0,0,270.01,0,0
4320305,Selbach,278.15,2011,Matemática,0,0,0,287.625,0,0
4320321,Senador Salgado Filho,238.65,2011,Matemática,0,0,0,268.28499999999997,0,0
4320354,Sentinela do Sul,248.76,2011,Matemática,1,0,0,229.37,1,0
4320404,Serafina Corrêa,266.74,2011,Matemática,0,0,0,279.6825,0,0
4320453,Sério,271.03,2011,Matemática,0,0,0,260.0575,1,0
4320503,Sertão,271.4,2011,Matemática,0,0,0,260.6175,1,0
4320552,Sertão Santana,271.33,2011,Matemática,1,0,0,267.15999999999997,0,0
4320578,Sete de Setembro,274.08,2011,Matemática,0,0,0,278.165,0,0
4320602,Severiano de Almeida,277.18,2011,Matemática,0,0,0,292.7975,0,0
4320651,Silveira Martins,276.28,2011,Matemática,0,0,0,283.24,0,0
4320677,Sinimbu,263.73,2011,Matemática,0,0,0,275.19,0,0
4320701,Sobradinho,272.98,2011,Matemática,0,0,0,265.2925,0,0
4320800,Soledade,253.43,2011,Matemática,0,0,0,256.075,1,0
4320859,Tabaí,275.94,2011,Matemática,0,0,0,274.5875,0,0
4320909,Tapejara,267.6,2011,Matemática,0,0,0,267.5675,0,0
4321006,Tapera,268.17,2011,Matemática,0,0,0,264.74,0,0
4321105,Tapes,255.92,2011,Matemática,0,0,0,259.66499999999996,1,0
4321204,Taquara,257.44,2011,Matemática,1,0,0,254.595,1,0
4321303,Taquari,269.11,2011,Matemática,1,0,0,258.84,1,0
4321329,Taquaruçu do Sul,280.87,2011,Matemática,0,0,0,285.52,0,0
4321352,Tavares,249.25,2011,Matemática,0,0,0,250.535,1,0
4321402,Tenente Portela,258.86,2011,Matemática,0,0,0,253.49,1,0
4321436,Terra de Areia,260.14,2011,Matemática,0,0,0,282.2875,0,0
4321451,Teutônia,272.1,2011,Matemática,0,0,0,284.005,0,0
4321469,Tio Hugo,,2011,Matemática,0,0,0,272.2075,0,0
4321477,Tiradentes do Sul,259.7,2011,Matemática,0,0,0,283.9075,0,0
4321493,Toropi,277.47,2011,Matemática,0,0,0,242.08749999999998,1,0
4321501,Torres,264.64,2011,Matemática,0,0,0,265.0675,0,0
4321600,Tramandaí,251.91,2011,Matemática,0,0,0,271.6275,0,0
4321626,Travesseiro,281.73,2011,Matemática,0,0,0,275.8225,0,0
4321634,Três Arroios,301.5,2011,Matemática,0,0,0,293.435,0,0
4321667,Três Cachoeiras,283.13,2011,Matemática,0,0,0,274.79,0,0
